group,requests_mean,errors_mean,error_rate_mean,dns_ms_mean,tcp_tls_ms_mean,ttfb_ms_mean,plt_ms_mean,oncontent_ms_mean,avg_fetch_ms_mean,total_bytes_mean,throughput_bps_mean,requests_stddev,errors_stddev,error_rate_stddev,dns_ms_stddev,tcp_tls_ms_stddev,ttfb_ms_stddev,plt_ms_stddev,oncontent_ms_stddev,avg_fetch_ms_stddev,total_bytes_stddev,throughput_bps_stddev
pomological-subocean-anastacia.ngrok-free.dev.har,19.0,0.0,0.0,,,92.31856019285165,139.85179166775197,,191.08766204628506,10020.0,573178.2127642478,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0
pomological-subocean-anastacia.ngrok-free.dev,18.2,0.0,0.0,,,74.90845716658765,165.7549553534149,613299.6208749828,160.37196612509578,9722.866666666667,509744.9244526053,2.9933259094191533,0.0,0.0,,,20.3909859700044,40.37778765311318,0.0,60.696293837224594,1111.7711315234305,112511.86436150332
