file,requests,errors,error_rate,dns_ms,tcp_tls_ms,ttfb_ms,plt_ms,oncontent_ms,avg_fetch_ms,total_bytes,throughput_bps
pomological-subocean-anastacia.ngrok-free.dev.har,3,0,0.0,,,90.78892460092902,84.95916664833203,,102.57883263208593,5551,522698.15903228195
pomological-subocean-anastacia.ngrok-free.dev10.har,3,0,0.0,,,47.540402330923826,49.059583339840174,,52.746933652088046,5551,905185.0214948171
pomological-subocean-anastacia.ngrok-free.dev11.har,3,0,0.0,,,73.28680341985698,84.44687497103587,,77.72268387877072,5551,525869.0746724653
pomological-subocean-anastacia.ngrok-free.dev12.har,3,0,0.0,,,79.01683826154719,70.90216665528715,,102.54003720668454,5551,626327.8274118653
pomological-subocean-anastacia.ngrok-free.dev13.har,3,0,0.0,,,124.48881050416578,114.73629163810983,,126.63884383315842,5551,387044.0587365978
pomological-subocean-anastacia.ngrok-free.dev14.har,3,0,0.0,,,68.97454047187541,49.12141669774428,,71.53325132094324,5551,904045.5871469048
pomological-subocean-anastacia.ngrok-free.dev15.har,3,0,0.0,,,70.7038560261329,78.76162498723716,,82.3619226187778,5551,563827.8794679014
pomological-subocean-anastacia.ngrok-free.dev2.har,3,0,0.0,,,77.37862252785514,66.88375002704561,,85.79591935267672,5551,663957.9865369818
pomological-subocean-anastacia.ngrok-free.dev3.har,3,0,0.0,,,85.86423374557246,90.92333336593583,,93.16542387629549,5551,488411.4820259915
pomological-subocean-anastacia.ngrok-free.dev4.har,3,0,0.0,,,75.71782650969301,53.751999977976084,,79.43735710189988,5551,826164.608167052
pomological-subocean-anastacia.ngrok-free.dev5.har,3,0,0.0,,,89.38348871500541,86.14020835375413,,106.65576598451783,5551,515531.6065365034
pomological-subocean-anastacia.ngrok-free.dev6.har,3,0,0.0,,,139.47910243102038,141.0899583133869,,141.58992011410496,5551,314749.54370148457
pomological-subocean-anastacia.ngrok-free.dev7.har,3,0,0.0,,,66.3637358811684,83.82274996256456,,69.78434087553372,5551,529784.5754265127
pomological-subocean-anastacia.ngrok-free.dev8.har,3,0,0.0,,,81.37066153964649,66.47279165918007,,87.36359231018771,5551,668062.8102350375
pomological-subocean-anastacia.ngrok-free.dev9.har,3,0,0.0,,,81.40791426800813,94.96437502093613,,84.24085756996647,5551,467627.9919728812
