file,requests,errors,error_rate,dns_ms,tcp_tls_ms,ttfb_ms,plt_ms,oncontent_ms,avg_fetch_ms,total_bytes,throughput_bps
pomological-subocean-anastacia.ngrok-free.dev.har,2,0,0.0,,,115.72828571661375,196.2290833471343,,126.5420239942614,794,32370.329064643025
pomological-subocean-anastacia.ngrok-free.dev10.har,2,0,0.0,,,60.00300636515021,73.56662501115352,,62.315110641065985,794,86343.50154077295
pomological-subocean-anastacia.ngrok-free.dev11.har,2,0,0.0,,,78.6061761318706,62.25224997615442,,81.92402840359136,794,102036.47261638124
pomological-subocean-anastacia.ngrok-free.dev12.har,2,0,0.0,,,81.68191587901674,65.5572916730307,,84.56593521987088,794,96892.34923981948
pomological-subocean-anastacia.ngrok-free.dev13.har,2,0,0.0,,,103.59200806124136,97.47620834968984,,105.81770760472864,794,65164.61921880049
pomological-subocean-anastacia.ngrok-free.dev14.har,2,0,0.0,,,98.41521040652879,169.160625024233,,100.7708442339208,794,37550.109542868195
pomological-subocean-anastacia.ngrok-free.dev15.har,2,0,0.0,,,54.911106562940404,55.94024999300018,,57.63749376637861,794,113549.72494393264
pomological-subocean-anastacia.ngrok-free.dev2.har,2,0,0.0,,,63.1915956037119,66.13620836287737,,64.66810425627045,794,96044.21174476361
pomological-subocean-anastacia.ngrok-free.dev3.har,2,0,0.0,,,63.90685131191276,63.458333374001086,,65.92384085524827,794,100097.17656093404
pomological-subocean-anastacia.ngrok-free.dev4.har,2,0,0.0,,,182.97708264435641,232.93216666206717,,185.9052157960832,794,27269.74162059524
pomological-subocean-anastacia.ngrok-free.dev5.har,2,0,0.0,,,51.83025589212775,49.5027499855496,,54.40347982221283,794,128316.10368826416
pomological-subocean-anastacia.ngrok-free.dev6.har,2,0,0.0,,,104.22224673675373,50.948916643392295,,106.45948283490725,794,124673.8972775353
pomological-subocean-anastacia.ngrok-free.dev7.har,2,0,0.0,,,104.6624866721686,59.297166706528515,,107.47746739070863,794,107121.47565898213
pomological-subocean-anastacia.ngrok-free.dev8.har,2,0,0.0,,,54.62623800849542,54.596083355136216,,64.20860704383813,794,116345.34218657327
pomological-subocean-anastacia.ngrok-free.dev9.har,2,0,0.0,,,166.18580493377522,127.59320833720267,,168.87073704856448,794,49783.214034503835
