file,requests,errors,error_rate,dns_ms,tcp_tls_ms,ttfb_ms,plt_ms,oncontent_ms,avg_fetch_ms,total_bytes,throughput_bps
pomological-subocean-anastacia.ngrok-free.dev.har,19,0,0.0,,,92.31856019285165,139.85179166775197,,191.08766204628506,10020,573178.2127642478
pomological-subocean-anastacia.ngrok-free.dev1.har,19,0,0.0,,,60.69738669075856,149.80212500086054,,127.30727615876515,10020,535105.8938552408
pomological-subocean-anastacia.ngrok-free.dev10.har,19,0,0.0,,,73.07122907858636,209.56833334639668,,247.42726712965555,10020,382500.5367939014
pomological-subocean-anastacia.ngrok-free.dev11.har,19,0,0.0,,,86.41989692727006,186.95358332479373,,153.2362196870197,10020,428769.5297112244
pomological-subocean-anastacia.ngrok-free.dev12.har,19,0,0.0,,,66.47302218908935,104.80037500383332,,136.4439190763637,10020,764882.7592178745
pomological-subocean-anastacia.ngrok-free.dev13.har,19,0,0.0,,,57.65797048010618,153.88395835179836,,138.59511249220782,10020,520911.9966666312
pomological-subocean-anastacia.ngrok-free.dev14.har,19,0,0.0,,,64.44030582573951,132.92045833077282,,136.92277777131255,10020,603067.4360189285
pomological-subocean-anastacia.ngrok-free.dev15.har,19,0,0.0,,,141.98753038286478,270.2982083428651,,340.7581374876348,10020,296561.344196257
pomological-subocean-anastacia.ngrok-free.dev2.har,19,0,0.0,,,72.76625686484438,148.87991663999856,,146.14622278972283,10020,538420.5056604926
pomological-subocean-anastacia.ngrok-free.dev3.har,19,0,0.0,,,71.68190127030309,149.5847916812636,,139.58332277405518,10020,535883.3548453611
pomological-subocean-anastacia.ngrok-free.dev4.har,19,0,0.0,,,60.318108540837116,133.39099998120219,,140.73984134072242,10020,600940.0934942864
pomological-subocean-anastacia.ngrok-free.dev5.har,19,0,0.0,,,71.80307845670828,148.27324997168034,,133.80979376195586,10020,540623.4773656763
pomological-subocean-anastacia.ngrok-free.dev6.har,19,0,0.0,,,61.91563253646324,140.76449995627627,,123.3369778247403,10020,569461.7607770354
pomological-subocean-anastacia.ngrok-free.dev7.har,7,0,0.0,,,64.68005682940462,,613299.6208749828,74.87847874706078,5563,
pomological-subocean-anastacia.ngrok-free.dev8.har,19,0,0.0,,,74.55651847474081,192.7481250022538,,205.03464005703694,10020,415879.5318971984
pomological-subocean-anastacia.ngrok-free.dev9.har,19,0,0.0,,,95.15796295109843,198.70075001381338,,161.3595047781832,10020,403420.72183636646
